word	count
უნეტარესი	71
გასწია	71
პორტრეტის	71
ური	71
დაბადებამდე	71
ჰაიტი	71
გალა	71
შეარჩიეს	71
ბატისტა	71
თურქესტანის	71
ასტროლოგიური	71
სამეურვეო	71
წევრიც	71
ბრატისლავა	71
აჩრდილი	71
თუმანიშვილის	71
მასსა	71
აღწევდნენ	71
კოპენჰაგენში	71
გენეტიკის	71
მხატვრობაში	71
ჰიმნთან	71
ბაფთა	71
მოწოდებული	71
წლისაა	71
პრეპარატები	71
კარენ	71
პერუელი	71
შორ	71
ინდივიდს	71
ბავშვებთან	71
სტუდენტურ	71
სოფი	71
მაჩაბელი	71
სახელმძღვანელოს	71
განყოფილებაზე	71
ბალზაკი	71
თამაშად	71
სკამზე	71
დამთავრებამდე	71
იუვეს	71
რეალში	71
ტყვიამფრქვევი	71
სევანის	71
კამარები	71
კრეიგ	71
სარჩელი	71
ბლუზ	71
მორისონის	71
პროექტებზე	71
ვუ	71
შრის	71
კომპონენტები	71
ორმო	71
ბარათის	71
ვასო	71
ცილები	71
ამომწყდარი	71
ბუშტის	71
ისაბელა	71
დოკი	71
დისკმა	71
აუმჯობესებს	71
ჩელსიში	71
სიკაშკაშის	71
ბოა	71
ვისტა	71
ქუსლის	71
მაიკლის	71
ბერგის	71
კეტი	71
როკს	71
შხამიანია	71
რთულყვავილოვანთა	71
სკოპიეს	71
ჰიჩკოკი	71
სალადინის	71
უონდერერსი	71
საურონმა	71
ჟუჟა	71
კორდობის	71
ჩერეპოვეცის	71
ამიშები	71
რიშკანის	71
ნოუე	71
შავშეთის	70
ლოქის	70
კათოლიკეები	70
რეალიზმი	70
ხელბურთის	70
აპარატების	70
დაფარვა	70
კვლევისა	70
გაზომვის	70
ნაადრევად	70
მხრებზე	70
მოკლავს	70
ინვენტარი	70
სიუჟეტები	70
ეწევიან	70
გადასახადებს	70
საოფისე	70
თანადამფუძნებელი	70
ქანდაკებების	70
მნათობი	70
დადგენის	70
სივრცითი	70
საგანთა	70
დონისა	70
შედგენის	70
ასპექტს	70
ალგებრული	70
ბუნებისა	70
მოვლენებთან	70
ამპლიტუდა	70
ზოდიაქოს	70
ვარდის	70
დაბოლოება	70
იტალიასა	70
გადაიცემა	70
ტრადიციებით	70
იმგვარად	70
დასამყარებლად	70
ფოლკლორი	70
იღვწოდა	70
სლოვაკი	70
სევდიანი	70
მოხელეებს	70
გამოიჩინეს	70
წყლიდან	70
ურიცხვი	70
წინამორბედ	70
მიზეზებით	70
ბუნებაზე	70
გადავიდოდა	70
მთავარანგელოზი	70
ინერტული	70
მანგანუმი	70
ჯანსაღი	70
ჯუანშერის	70
დისლოცირებული	70
რელიეფით	70
ჰიდროელექტროსადგურის	70
მთებზე	70
თურქეთთან	70
კავკასიიდან	70
დასაკავებლად	70
მტკიცდება	70
არჩევნებამდე	70
პარტნიორობის	70
შექმნამდე	70
კეთილდღეობა	70
შემიძლია	70
ანადგურებენ	70
დუნაი	70
ნაწილდება	70
ფოცხვერი	70
ასიმილაცია	70
ყირგიზეთი	70
ნოველისტი	70
მთასთან	70
კარელიის	70
სანავიგაციო	70
სლოვაკური	70
დასაწყისშივე	70
კახეთისა	70
მოქცეულ	70
თავისებურებებით	70
აეროპორტიდან	70
გალები	70
წილს	70
ნაწილისა	70
კორტესი	70
იმპერიისა	70
ეუფლება	70
დატოვოს	70
კაცობრიობას	70
ჟურნალები	70
აქტივობას	70
უმნიშვნელოდ	70
სახალხოდ	70
ტრევორ	70
იმიჯი	70
მკვდარ	70
ბაქტერიული	70
რეჟიმმა	70
სავანა	70
აფხაზ	70
ნინოშვილის	70
ჯვართამაღლების	70
სკოლად	70
ქარხნების	70
დასრულებულა	70
მოიპოვებს	70
სიმაგრეს	70
მომენტს	70
გალავანს	70
არმიასა	70
პარასკევი	70
დაეხმარნენ	70
შტატია	70
მოიმატა	70
ოჰაიო	70
ფლორიდაში	70
მელოდიები	70
განეხორციელებინა	70
ხეებით	70
საჭიროდ	70
მონებად	70
გათხრებმა	70
ქმედებებს	70
ზრდით	70
შვილებმა	70
ოჯახებში	70
სიხარული	70
პენჯაბის	70
ეტა	70
ბილბაოს	70
რუსუდანის	70
ნაძვის	70
სახელმწიფოსთან	70
კაზაკები	70
რგოლის	70
ქლორის	70
მსმენელთა	70
კაირო	70
რეჯეფ	70
ფინალს	70
თეირანში	70
ფრანგულენოვანი	70
ჩენ	70
ლიანდაგის	70
ორანჟის	70
შთამომავლებს	70
შევსებულია	70
განწყობილ	70
ერთპიროვნულად	70
გონს	70
გატარებულ	70
სესია	70
ტემპის	70
შეჯიბრებებში	70
შახტის	70
წარმოაჩინა	70
სიკაშკაშე	70
დაჯილდოვებულია	70
პერსონა	70
კო	70
ანზორ	70
მხედართმთავრის	70
იურისტის	70
ბატარეის	70
დასმული	70
სადიპლომო	70
ძიებას	70
ლია	70
ქვესკნელის	70
ფენომენის	70
გამარჯვებულის	70
ხსნარით	70
დევიზის	70
ჯუდი	70
რამა	70
ჩადში	70
დახელოვნების	70
კონცერტებით	70
სალონი	70
ძებნის	70
პრესამ	70
დამონტაჟდა	70
ბილეთების	70
ჯულიან	70
ანონიმური	70
კილი	70
ეკატერინბურგის	70
თავდასხმაში	70
ექსპლუატაციის	70
ჰკითხეს	70
ზიმბაბვეში	70
გადაღებების	70
იზეიმა	70
საზოგადოებისგან	70
ქალბატონს	70
ასწავლიან	70
ლუკი	70
უსაფრთხოდ	70
დამაგრებულია	70
ჯეფერსონის	70
მილს	70
მეისონის	70
ეშინია	70
ტორონტოს	70
ილუსტრატორი	70
ქსელური	70
ღორები	70
შედგებიან	70
დუბაიში	70
კრაკოვში	70
ფანკ	70
მუსიკასთან	70
შემსრულებელს	70
სიმონე	70
მტევანი	70
სჭირდებათ	70
ბრძანებულების	70
ფოტოსინთეზის	70
ჯენ	70
სერჟ	70
მაყურებელმა	70
არტი	70
მესოამერიკის	70
დასარტყმელ	70
მიმდევრებს	70
მცენარედ	70
გიტარების	70
მონტენეგროში	70
ვოლგოგრადის	70
კარსტი	70
სიმფსონების	70
ენდოგენური	70
ფაშაზე	70
პარანაიბის	70
ვარსკვლავით	69
კრამიტი	69
თურქეთსა	69
თემურლენგმა	69
ორკლასიანი	69
გრიბოედოვის	69
ფრესკა	69
გამოკვლევებს	69
გამოეწვია	69
ავსტრალოპითეკის	69
ისეა	69
ნაწილებით	69
დაახასიათა	69
სიცილიაზე	69
ჯადოსნურ	69
ღმერთად	69
საახალწლო	69
ბიჭებს	69
ჰერას	69
მცხოვრებლებს	69
მოწინააღმდეგეებს	69
მგლები	69
გაფანტული	69
ტრანსფორმაცია	69
ნორვეგიულ	69
საუკუნისა	69
მოთხოვნილებების	69
იდეურ	69
არსს	69
აღრიცხვა	69
ალბათური	69
ამოცანები	69
შეისწავლიან	69
კონსტრუქციების	69
მატარებელია	69
შემუშავებულ	69
განტოლების	69
ელექტრონი	69
ფოსფორი	69
აგენტების	69
ოსტატურად	69
გარდატეხა	69
უნარების	69
ფოტოგრაფიული	69
ცეკვებს	69
პოტენციურ	69
რეალისტურ	69
მოეხსნა	69
ყირიმელი	69
დათმეს	69
ბიძამ	69
გადმოსახლებული	69
სელჩუკებმა	69
ოთხგზის	69
ჩადებული	69
მონასტრებს	69
ძვირად	69
იდეით	69
ფუტკარი	69
ელექტროენერგია	69
პოლიკარპე	69
საზღვრებთან	69
ბურჯი	69
სათავიდან	69
მარნეულიდან	69
ტუფ	69
დამკვიდრებას	69
ნიჭიერ	69
ჩამორჩებოდა	69
ბუხარია	69
ტობი	69
იმერეთიდან	69
აქემენიანთა	69
რადიაციული	69
პროცესშია	69
ადარებენ	69
სეპარატისტების	69
კარპატები	69
რძეს	69
კენჭისყრით	69
საფასურად	69
ლურსმული	69
მებაღეობა	69
ხუანა	69
საბერძნეთმა	69
შედევრი	69
ფრანკების	69
გააერთიანეს	69
სექტის	69
ასწლიანი	69
ულტიმატუმი	69
რელიგიაა	69
ბრეტანის	69
ჰენრიმ	69
სარგებლობის	69
სხივის	69
თქვენს	69
დიპლომატიის	69
დაუშვეს	69
დამამცირებელი	69
იმითაც	69
განდეგილი	69
სპილენძისა	69
აღმოჩნდეს	69
მითიური	69
ერთპარტიული	69
შტაბში	69
დახვეწა	69
პროკურატურის	69
მუსოლინი	69
დაეხმარებოდა	69
მესხიშვილი	69
სოფლისგან	69
სამაჯურები	69
რეალიზაცია	69
აღმართულ	69
წლებშიც	69
საზოგადოებების	69
ხალხისათვის	69
გაკეთებულ	69
ოსურ	69
ჭიათურიდან	69
მარხვის	69
ტაძრიდან	69
ცხადად	69
ჩოლოყაშვილის	69
სიყვარულისა	69
ძისა	69
ქერა	69
ამოღება	69
მკვლელობას	69
ქაღალდების	69
შეიხი	69
პატივისცემას	69
ზმნები	69
გამოხატავდნენ	69
მსხვერპლშეწირვის	69
ესპანელებს	69
მარგალიტი	69
მილერის	69
დავუშვათ	69
გეორგიევსკის	69
მეთაურობდნენ	69
დონელი	69
სიმი	69
ჩქარი	69
ავტორებს	69
მიქელ	69
სინოდმა	69
გრენადერთა	69
აბორიგენების	69
გამოცემით	69
ვოლფრამის	69
ლიგიდან	69
წამოაყენეს	69
მაისურის	69
მხარდამჭერები	69
ლაგოსის	69
ასაფეთქებელი	69
ჰაუ	69
შეეწყო	69
საპატივსაცემოდ	69
გემმა	69
ფონდმა	69
წიგნით	69
პერიოდზე	69
კარიერაზე	69
ესაუბრება	69
თანხას	69
ფილადელფიის	69
ოლქებს	69
დახვდათ	69
სარდლად	69
სიგანეში	69
ავივში	69
ქარტია	69
სასწაულმოქმედი	69
ძირულის	69
ექსპოზიციის	69
ფირნის	69
ალმანახი	69
ლავრა	69
ჩრდილი	69
სამწყსო	69
ტანკსაწინააღმდეგო	69
ანგოლა	69
შემოფარგლულია	69
ანსამბლში	69
იმპერატორთან	69
ვერსიაც	69
ტექნოლოგიით	69
შეღწევა	69
შეჯახება	69
სიხარულიძე	69
ბეჭდავდა	69
მომსახურე	69
ჯგუფზე	69
ნაკეთობების	69
ვალენტინ	69
კატარის	69
ქირურგი	69
ბავარიელი	69
გარეგნობით	69
დაწესებულებაში	69
ვონ	69
მეკარის	69
დაიწყებდა	69
მადაგასკარზე	69
მინდია	69
მოასპარეზე	69
განაცხადში	69
ფეხბურთელების	69
მასპინძელ	69
კერპი	69
ოქსფორდში	69
ლისაბონში	69
კასტროს	69
დაიწყებოდა	69
ტარტუს	69
ბაიაზიდის	69
ღრუბლის	69
ჯამს	69
იზომება	69
არენის	69
იშტვან	69
აქტიურობის	69
წამლების	69
უხერხემლოებით	69
ტიხვინის	69
მარველის	69
დეივისმა	69
აგურისაა	69
ქვაში	69
ბოუიმ	69
კოშკიდან	69
საფეხმავლო	69
იო	69
ორსულობის	69
ჰოპკინზი	69
ხეებია	69
კალი	69
ქანდაკებას	69
გორან	69
პარკად	69
ამბროლაურიდან	69
ზელანდიამ	69
ფატმა	69
ანასტასიო	69
ევლახის	69
ანთებითი	69
გოიგოლის	69
მეცხრედ	69
ბალდუინი	69
ფიდემ	69
ბაქსი	69
დბ	69
როქსეტის	69
დიმაშკის	69
არხანგელსკოედან	69
იურისდიქციის	68
ყურძენი	68
ელემენტებია	68
მდგრადობა	68
მეფისნაცვლის	68
გადმოსახლდნენ	68
მასიურად	68
სასწავლებლების	68
ისლამს	68
გამოთვლითი	68
ჰობიტები	68
სახეობაზე	68
აღნაგობა	68
ეცხოვრა	68
მტკიცება	68
მკვლევრები	68
ძუძუმწოვრები	68
ვეშაპი	68
მფარველობა	68
ღვთაებათა	68
ზღვრული	68
თავისებურებებს	68
შემსრულებლებს	68
პოტენციურად	68
კოზმა	68
მისიონერებმა	68
გეომორფოლოგია	68
პერსპექტივა	68
სამყაროზე	68
გეომეტრია	68
დარგებს	68
ისწავლება	68
ნაწილაკი	68
იწოდებოდნენ	68
განმეორებადი	68
გააზრებული	68
ელექტრონები	68
თანმიმდევრული	68
ლექსში	68
სირიასა	68
ტექნოლოგიას	68
კორპორატიული	68
უპრობლემოდ	68
მაგისტრი	68
იცხოვრა	68
აწვდის	68
გარანტირებული	68
დაკავშირებულნი	68
დანაშაულს	68
სიგელით	68
ამბავმა	68
დათმობაზე	68
გაუქმებას	68
ესაჭიროებოდა	68
დასწრების	68
წყალობის	68
ძლიერდებოდა	68
მახლობელი	68
საფლავს	68
სქემის	68
ვასალური	68
უფლისა	68
განიერია	68
განუმეორებელი	68
ქარხანას	68
იყრიდა	68
შრება	68
დასახელებულია	68
მოთავსებულ	68
ზაფხულსა	68
ოპონენტი	68
ღვთისმეტყველი	68
ფერისა	68
მოიხსენიებდა	68
გაამყარა	68
მალარიის	68
უკრაინას	68
შესამცირებლად	68
დონეცკი	68
მეურნეობისა	68
ჩინეთთან	68
რეაქციული	68
სოციალიზმი	68
ურდუ	68
შეესწავლა	68
საშემოდგომო	68
ლარგვისის	68
კლდოვანია	68
მყინვარს	68
კელტები	68
მოწყობილობას	68
კელნი	68
ფარმაცევტული	68
სამოგზაუროდ	68
კამჩატკის	68
მთებსა	68
მომდინარეობდეს	68
მოეღო	68
მიუგო	68
ეგვიპტიდან	68
წააწყდა	68
კუნძულოვან	68
მრავალგვარი	68
სადგურებს	68
ღვთისმეტყველების	68
ანბანური	68
ლტოლვილი	68
ტურინში	68
ჩასახშობად	68
შეგნებულად	68
საეთნოგრაფიო	68
ბატონიშვილმა	68
მკვლევარებს	68
გამონაკლისის	68
დათმობა	68
შემოთავაზება	68
ადრიანეს	68
დაკავშირების	68
მასპინძლობდა	68
გაბედა	68
ულამაზეს	68
დაუკარგავს	68
ფეხებზე	68
მცველად	68
კალაპოტის	68
წარმოიშვნენ	68
მასალაა	68
რეაბილიტაციის	68
ფშავში	68
მოუწევს	68
სამსხვერპლო	68
ანჩისხატის	68
პეტერბურგიდან	68
ფორდ	68
ემიგრაცია	68
მუზეუმების	68
მისიით	68
მღვდელს	68
დაიბარა	68
მასალებით	68
ფიქალი	68
არსენი	68
დემნა	68
არტაანი	68
ვაჭრობდნენ	68
აფხაზეთიდან	68
აღსაზრდელად	68
სირთულეს	68
თხელ	68
ზრდიან	68
მსახურები	68
საჭმელს	68
ახდენდნენ	68
ინახავდა	68
ზნე	68
პორტუგალიელმა	68
ბებერი	68
წყაროებზე	68
აპარატს	68
სარდლობის	68
საჯარისო	68
რაიონებიდან	68
ასულზე	68
სახაზინო	68
ლარის	68
სანჩესი	68
სემიტურ	68
დონემ	68
მილიარდს	68
ჰალილ	68
სანიტარული	68
ქაქუცა	68
მაორების	68
გამომწვევ	68
ნილი	68
დერეკ	68
დარღვევით	68
იცოცხლა	68
ეტლი	68
სკამი	68
ენებისა	68
ობიექტად	68
ნანი	68
სტილზე	68
მირ	68
კიდეში	68
გამოშვებას	68
პოლონეთისა	68
ერევა	68
ძველის	68
ბერნარ	68
კარიბჭეს	68
ჟოან	68
აღასრულა	68
გაისმა	68
კონსულმა	68
ოფიცრების	68
ფრთოსანი	68
ლუოს	68
ნიდერლანდი	68
დარ	68
კართაგენი	68
იდრის	68
მშენებლობისთვის	68
თავთან	68
იმამი	68
შანიძის	68
ღონისძიებაზე	68
ფარები	68
ითამაშებს	68
დეი	68
აგდებს	68
იხილავს	68
ვი	68
გოლიც	68
გასვლაზე	68
ტაილერი	68
სცენაში	68
გვერდიანი	68
ესეისტი	68
სუსტია	68
პერეს	68
ცერემონიალზე	68
ისტორიების	68
ტრიალებს	68
გამოსახულებებს	68
აფსიდია	68
იჟანგება	68
პოლუსის	68
მოლურჯო	68
სატურნი	68
ფაბრიკის	68
ანთების	68
წრეწირის	68
კომპანიონი	68
სუმის	68
ჰეთ	68
ახმეტიდან	68
ნისლეულის	68
სათაურის	68
თავისა	68
ქეთი	68
უყვარდება	68
ლილიან	68
ალეკო	68
მაკდონალდი	68
ლიტლ	68
სიმღერებზე	68
დაჯილდოებას	68
ზეობისას	68
ყრია	68
ნეიმარი	68
მდედრის	68
ანიმეს	68
პრეშოვის	68
პირსი	68
მუტანტი	68
ოუენი	68
ადგილოსანი	68
ჯანგო	68
ნეიმარმა	68
ჰოგვორტსის	68
ლამბაიეკეს	68
სკანდიუმის	68
რაზინსკის	68
კაჰულის	68
ტელენეშტის	68
ალბანეთ	68
აყვავდა	67
სააკაშვილი	67
შავიზღვისპირეთის	67
უმცირესობა	67
განავრცო	67
ხელოსნობა	67
როსტომი	67
ბატონყმობის	67
რელიეფში	67
დარი	67
ფრესკული	67
ლაიფციგი	67
ითავა	67
ვარიაციები	67
ადა	67
ერთნაირია	67
წარმოადგენდეს	67
აზიელი	67
გამოსაკვლევად	67
რიტუალს	67
მოსაკლავად	67
მცენარეებისა	67
ეპიგრაფიკული	67
კუჭ	67
კამერული	67
ჰუმანისტური	67
ჩაიწერება	67
ვილემ	67
უცხოეთიდან	67
ასახსნელად	67
დამყარებულია	67
ატომებს	67
მიმართულებებს	67
გამოუგზავნა	67
ქვეყნებისა	67
ტექსტური	67
სტუდენტმა	67
თავადაზნაურობის	67
ისმენდა	67
ვაგნერი	67
ვიეტნამური	67
სამეფოდან	67
გამოკეტეს	67
შოტლანდიურ	67
სილვია	67
სურვილისამებრ	67
ჩამოსვლის	67
საფიქრებელია	67
მოწყობას	67
უწყება	67
აბულ	67
შეტაკებაში	67
სუბტროპიკულია	67
გამოჰყოფს	67
მოშენებულია	67
საფარით	67
კავშირით	67
მიუჩინა	67
საძოვრები	67
ჩამოგდება	67
დამუშავებით	67
გაშლილია	67
ჯგუფებია	67
ხმარებიდან	67
პოზიციაში	67
ერთვოდა	67
თათრების	67
ანგარიშები	67
ტურ	67
კოსოვოში	67
მეზობლების	67
კომბოსტოს	67
მოლდავეთის	67
ექსპლუატაცია	67
უჭირავთ	67
თურქმენეთში	67
ცხადდება	67
ინტერესთა	67
ანტილოპები	67
ბასკური	67
კიტა	67
ჩაჭრილი	67
დანერგა	67
შეხვდებით	67
კელტურ	67
საქმიანობაზე	67
წყნაროკეანური	67
ლუარის	67
დიალექტს	67
მიქელანჯელო	67
ნაკადს	67
მოჰქონდა	67
დაეჭირა	67
თანახმა	67
დაწყებულიყო	67
გააფთრებული	67
ზეიმით	67
გაყიდვით	67
სახელისუფლებო	67
ჩაშალა	67
მკვლელობების	67
სხვებზე	67
დამარცხებამ	67
წონაში	67
კათოლიციზმის	67
ბაზები	67
გამოსახულებებით	67
გეგეჭკორი	67
მოიხსენია	67
აპოლონ	67
ჯანაშია	67
ნადირობენ	67
სანაპიროებს	67
ტარას	67
დაიფარა	67
მნახველი	67
ლექსთა	67
კოდები	67
ეგრისში	67
დიაკონი	67
ანდრო	67
ტყვეების	67
მეთაურობა	67
მუხრანბატონი	67
სამწერლობო	67
სელი	67
შეჭრას	67
ნინომ	67
ჭერის	67
მელიქიშვილი	67
სტუმარს	67
პალესტინელი	67
დაარტყა	67
მოძრაობასთან	67
გამზადებული	67
აცტეკები	67
სასარგებლოა	67
ფლეიტა	67
მოგვარება	67
შემოდიოდა	67
კატეგორიული	67
ერისთავთ	67
გართულებული	67
მამაცობისათვის	67
აშენებას	67
პროფილი	67
ფონის	67
ნისლიანი	67
ვიზუალურად	67
ბილიკები	67
სიდიდეა	67
სუბეკვატორული	67
ნოლანი	67
პლატის	67
ჯუნგლებში	67
ერთიდაიგივე	67
იმარჯვებს	67
მიემგზავრებიან	67
ზიმბაბვე	67
შეიკავა	67
დანიშნულებას	67
კარნეგი	67
გაგრძელებაა	67
შტუტგარტი	67
გაცემულა	67
შთაგონებულია	67
ვარსკვლავთშორისი	67
მოწამეთა	67
მირიანის	67
მარ	67
სახლდება	67
დამარხეს	67
გურამიშვილის	67
შე	67
ბე	67
დახურვა	67
კომისიაში	67
სათვისტომოს	67
ეზრა	67
გავლილი	67
თეოლოგი	67
ეგრეთ	67
დედინაცვალი	67
ხელსაწყოების	67
ტანზე	67
გრამს	67
კოლონის	67
სვეტს	67
საძვალე	67
ციკლონები	67
პედაგოგის	67
გეომეტრიის	67
ქრონიკებში	67
მამლუქთა	67
დიონ	67
ლათინთა	67
ელგუჯა	67
გათვალისწინებულ	67
გამეორება	67
განხილვების	67
მაგდალენა	67
მოშლა	67
ღარი	67
კატები	67
თვითმფრინავს	67
კავალერია	67
საგულდაგულოდ	67
მიაგნო	67
ციცერონი	67
ქიმიურად	67
თუტმოს	67
ჟარი	67
დეტექტივი	67
უიშვიათესი	67
სიბრტყეზე	67
მსოფლიოსა	67
რიგად	67
დღიურში	67
მებრძოლების	67
კონტრაქტით	67
ისტორიებს	67
ჩამოინგრა	67
არქიტექტორების	67
დაბინძურების	67
საცავი	67
ფატიმა	67
ვილჰელმი	67
ზედმეტსახელად	67
მალკოლმ	67
პომპეუსმა	67
დოფინი	67
ვინსენტის	67
ინსტრუმენტზე	67
ჰენრიეტა	67
ალგორითმის	67
გამოყენებისას	67
ჰავანაში	67
ჩანაცვლების	67
დრამერ	67
ტროპიკებსა	67
კარა	67
რიფის	67
როსა	67
რობერტსი	67
პაკეტის	67
ვესპასიანეს	67
კონქში	67
პოზიციებით	67
ვარნის	67
ბარსელონასთან	67
ლუნა	67
არტურო	67
ანუბისის	67
რუანდაში	67
თანაშემწეობით	67
ავტორებად	67
ფესვების	67
ჯენესისი	67
ყვავილედი	67
მდედრები	67
მჟავიანობა	67
ლანა	67
მეჯუდის	67
ანალური	67
კორდოვის	67
ჩოგანი	67
ვაკანტური	67
ჰიურემ	67
ბარიუმის	67
ბილის	67
აღსუს	67
ვიძემეს	67
ინდეპენდიენტე	67
ნარინიოს	67
გაბატონდა	66
მისწრაფება	66
ნატოში	66
ხელსაყრელია	66
გაზარდეს	66
გადმოიტანეს	66
ცნობს	66
კალათბურთი	66
სანტიმეტრს	66
თავისებურებას	66
დასკვნის	66
სტრუქტურისა	66
ამახვილებს	66
პროცენტით	66
მოინახულეს	66
ღვთაებად	66
შემზარავი	66
ასამდე	66
ღვთაებები	66
ფუნქციათა	66
უსიამოვნო	66
განახლებას	66
პერიოდები	66
დღისა	66
ზღვაოსანმა	66
კოსმოსი	66
პოლუსი	66
ხაზოვანი	66
მსჯელობა	66
უკანასკნელნი	66
მოძღვრებას	66
წარჩინებულ	66
მინდორი	66
ტრიუმფი	66
რომანტიზმის	66
უფასოა	66
გამოსაყენებლად	66
სიღარიბე	66
ბეჭდვა	66
გადმოსაცემად	66
კანტის	66
იდეებით	66
ნარკვევი	66
მემუარები	66
აჭარული	66
სიმდიდრით	66
პრომეთე	66
მასშტაბებით	66
შემოიკრიბა	66
ქმედებას	66
ავტორიტეტის	66
იურისდიქციაში	66
გასათავისუფლებლად	66
ზურგიდან	66
დაესრულებინა	66
მდინარეებზე	66
მემკვიდრეების	66
მიმართულებები	66
განუყოფელ	66
მილსადენის	66
ფესტივალს	66
უდაბნოები	66
სტიქიური	66
მროველი	66
დეპრესიაში	66
შენაკადს	66
წვერა	66
ზეა	66
ქსელით	66
რესპუბლიკისა	66
ხმოვნები	66
დამკვირვებლის	66
სკვითების	66
შეივსო	66
ყარაბაღში	66
დღესასწაულია	66
ეშინოდათ	66
შარურის	66
ელჩმა	66
ხაზართა	66
მისიას	66
სუვერენიტეტს	66
უნივერსიტეტია	66
ხალხია	66
ერთდ	66
წამოწყებული	66
მანჯურიის	66
სექტემბერ	66
აღმოსავლეთმცოდნე	66
ასურეთი	66
საფრის	66
ფრინველებიდან	66
განთავისუფლებული	66
განცალკევებით	66
თაღოვან	66
კოლი	66
დევნას	66
ვატიკანი	66
აერჩიათ	66
მეტროპოლიურ	66
შედარებისთვის	66
პორტების	66
ფრანგთა	66
ევროპასთან	66
ნაკრძალად	66
ოესტე	66
ლიგურიის	66
ოქტომბერ	66
პუნტა	66
კელნის	66
გარეუბნებში	66
მაღაზიებში	66
თარგმანს	66
აკონტროლებენ	66
სისტემიდან	66
ჯართან	66
ეთანხმებოდა	66
შეეწყვიტა	66
გამოვლენის	66
დაძლევა	66
დაკარგულ	66
ეკოლოგიის	66
რომაელმა	66
ბიოგრაფიის	66
ბურჟუაზიის	66
გადადიოდნენ	66
სამკერვალო	66
ავალიშვილი	66
სამღვდელმთავრო	66
ეპარქიები	66
ვანში	66
სატაძრო	66
მახარაძის	66
გათვლილია	66
ხსენებულ	66
ტალღოვანი	66
გვირგვინს	66
ისტორიასთან	66
მიაწოდა	66
ილინოისი	66
საფრთხეში	66
ბერებს	66
გაქრისტიანების	66
გადაკეთება	66
ეკუთვნიან	66
ვენახი	66
სექტორს	66
ვალების	66
სირთულეების	66
ასოთი	66
აღჭურვილობის	66
ჩამოყალიბდნენ	66
ზვეზდა	66
ძმისწული	66
სიებში	66
მოიქცა	66
ამუშავებდა	66
ძირეული	66
ნიშის	66
მიწისა	66
სასრული	66
ბარიერული	66
ქვიანი	66
ავსტრალიამ	66
დეკანის	66
განდი	66
ონტარიო	66
დაჯგუფებების	66
ინჟინერიის	66
რესპუბლიკიდან	66
ინფექცია	66
პიესების	66
შანხაი	66
წერტილად	66
მოლუსკები	66
ჰარტი	66
კრიკი	66
ფრაზას	66
ლიუდმილა	66
სამღვდელოება	66
რუნები	66
კაცამდე	66
ნანგრევებზე	66
ხელნაწერს	66
გამოცემამ	66
საქ	66
იტალიისა	66
დინარი	66
ვლახეთის	66
შენობაზე	66
ნაბიჯს	66
მდინარესთან	66
ვერაფრით	66
პირველები	66
კომუნიკაცია	66
ტოტალური	66
ფირფიტებით	66
ლაზარე	66
სტადია	66
ფასდება	66
ორიონის	66
რეესტრის	66
დაიკეტა	66
არქეოლოგიისა	66
შორიდან	66
ჰარვი	66
ნასაუს	66
ბუქარესტში	66
ადგილისათვის	66
სქოლიო	66
ანსამბლს	66
შეჯიბრებაში	66
ტორე	66
წამით	66
რემიქსები	66
წვრთნის	66
ნაკრებებს	66
მრავალჯერადი	66
უიმბლდონის	66
გაფორმებაში	66
ბებიის	66
სკოტმა	66
პაუელი	66
პულიცერის	66
ბუფალო	66
მომხმარებლების	66
რელიზი	66
რიდლი	66
ფასადს	66
აიდა	66
კაფეში	66
სითხეს	66
დიდოსტატის	66
პატრის	66
ორგანიზაციასთან	66
შემსრულებელია	66
დუეტმა	66
სტუდენტს	66
ღარიანი	66
გადაადგილებულ	66
ცხოველებია	66
დიამეტრია	66
აგურითაა	66
ბარტონის	66
ცრვენა	66
შემსრულებელ	66
იქცევიან	66
კენეთ	66
გეოლოგმა	66
ნომინაციები	66
კეტრინ	66
მატჩიანი	66
რიკარდუ	66
სიმღერებიდან	66
ჰგონია	66
აზოტოვანი	66
ეგზოგენური	66
ვამპირის	66
ნელსონმა	66
ბეგინსი	66
პეისერსი	66
სავოევოდო	66
ჩერკასის	66
იკის	66
ტრიანგულუ	66
მინეირუ	66
ორგანიზაციისა	65
ციხეებში	65
ზღუდე	65
გოგირდოვანი	65
იერს	65
ცვლილებით	65
დაძმობილებული	65
ინტრიგების	65
მონაცემი	65
პროპორციები	65
აგებულებას	65
ლინგვისტურ	65
დევი	65
დაწესებულია	65
მიწიერი	65
ურჩი	65
ხელშია	65
რიტუალურ	65
ყბები	65
ჯიშს	65
რეპერტუარი	65
ფილარმონიული	65
ჩამოთვლილ	65
მოძრაობისა	65
იდეებმა	65
თეოფანე	65
სტრუქტურებს	65
ირიბად	65
მითითება	65
დაასაბუთა	65
ვერცხლისწყალი	65
მექანიზმს	65
ვერსიებში	65
მარჯანიშვილი	65
ხელოვნებასა	65
ცივილიზაციას	65
ფიგურებს	65
რელიგიურმა	65
მხატვრობას	65
ცოდვის	65
ჰიუგო	65
სანახევროდ	65
ფიცს	65
საგა	65
უიღბლო	65
ჰიმნად	65
მეურნეობისათვის	65
გამარჯვებები	65
ანდერძში	65
ფეოდალის	65
ხაზგასმით	65
ღალატში	65
ხახულის	65
გაუარესება	65
